Category,Product,Month/Year,Projected Sales,Actual Sales,Actual Purchases
Home & Kitchen,Product_24,Jan/2022,1016,869,854
Home & Kitchen,Product_24,Jan/2022,666,962,1031
Home & Kitchen,Product_24,Mar/2022,789,847,826
Home & Kitchen,Product_24,Apr/2022,1843,1944,1877
Home & Kitchen,Product_24,May/2022,1718,1504,1483
Home & Kitchen,Product_24,May/2022,1644,1729,1793
Home & Kitchen,Product_24,Jun/2022,1172,1002,1073
Home & Kitchen,Product_24,Jul/2022,1939,2178,2101
Home & Kitchen,Product_24,Aug/2022,1823,1956,1986
Home & Kitchen,Product_24,Sep/2022,1241,959,951
Home & Kitchen,Product_24,Oct/2022,1132,1016,970
Home & Kitchen,Product_24,Nov/2022,1199,1396,1345
Home & Kitchen,Product_24,Dec/2022,963,803,742
Home & Kitchen,Product_24,Jan/2023,658,660,585
Home & Kitchen,Product_24,Feb/2023,1539,1791,1880
Home & Kitchen,Product_24,Mar/2023,1578,1316,1385
Home & Kitchen,Product_24,Apr/2023,1189,1023,1075
Home & Kitchen,Product_24,May/2023,1271,1128,1069
Home & Kitchen,Product_24,Jun/2023,870,739,823
Home & Kitchen,Product_24,Jul/2023,1396,1140,1145
Home & Kitchen,Product_24,Aug/2023,1246,1189,1202
Home & Kitchen,Product_24,Sep/2023,1750,1741,1833
Home & Kitchen,Product_24,Oct/2023,1419,1358,1394
Home & Kitchen,Product_24,Nov/2023,989,1005,1105
Sports,Product_25,Jan/2022,1460,1358,1352
Sports,Product_25,Jan/2022,1889,2173,2185
Sports,Product_25,Mar/2022,1445,1433,1532
Sports,Product_25,Apr/2022,1282,1496,1531
Sports,Product_25,May/2022,1357,1222,1173
Sports,Product_25,May/2022,1738,1579,1543
Sports,Product_25,Jun/2022,606,798,793
Sports,Product_25,Jul/2022,1635,1440,1522
Sports,Product_25,Aug/2022,1556,1383,1355
Sports,Product_25,Sep/2022,671,535,504
Sports,Product_25,Oct/2022,1420,1645,1582
Sports,Product_25,Nov/2022,1395,1188,1144
Sports,Product_25,Dec/2022,1423,1480,1386
Sports,Product_25,Jan/2023,1349,1103,1104
Sports,Product_25,Feb/2023,1528,1610,1570
Sports,Product_25,Mar/2023,1290,1073,1068
Sports,Product_25,Apr/2023,959,687,668
Sports,Product_25,May/2023,702,745,682
Sports,Product_25,Jun/2023,781,520,493
Sports,Product_25,Jul/2023,1467,1309,1403
Sports,Product_25,Aug/2023,1944,2124,2138
Sports,Product_25,Sep/2023,1760,1465,1385
Sports,Product_25,Oct/2023,538,500,455
Sports,Product_25,Nov/2023,806,1067,1153
Books,Product_26,Jan/2022,1746,1986,1994
Books,Product_26,Jan/2022,727,722,682
Books,Product_26,Mar/2022,1116,940,852
Books,Product_26,Apr/2022,988,1117,1180
Books,Product_26,May/2022,1775,1943,1859
Books,Product_26,May/2022,727,938,990
Books,Product_26,Jun/2022,1597,1313,1374
Books,Product_26,Jul/2022,1555,1843,1804
Books,Product_26,Aug/2022,1971,1818,1792
Books,Product_26,Sep/2022,1379,1080,1137
Books,Product_26,Oct/2022,1222,1168,1214
Books,Product_26,Nov/2022,1353,1244,1314
Books,Product_26,Dec/2022,1868,1655,1689
Books,Product_26,Jan/2023,1238,1007,1041
Books,Product_26,Feb/2023,1614,1833,1862
Books,Product_26,Mar/2023,1634,1354,1353
Books,Product_26,Apr/2023,1462,1206,1268
Books,Product_26,May/2023,1292,1374,1338
Books,Product_26,Jun/2023,533,598,515
Books,Product_26,Jul/2023,1206,1152,1239
Books,Product_26,Aug/2023,1845,1651,1748
Books,Product_26,Sep/2023,1691,1731,1665
Books,Product_26,Oct/2023,590,650,689
Books,Product_26,Nov/2023,1193,1072,1171
Clothing,Product_27,Jan/2022,1902,2077,2155
Clothing,Product_27,Jan/2022,1480,1366,1300
Clothing,Product_27,Mar/2022,629,797,706
Clothing,Product_27,Apr/2022,1100,1006,917
Clothing,Product_27,May/2022,908,650,630
Clothing,Product_27,May/2022,1135,1362,1363
Clothing,Product_27,Jun/2022,1612,1796,1760
Clothing,Product_27,Jul/2022,574,469,442
Clothing,Product_27,Aug/2022,1231,979,1046
Clothing,Product_27,Sep/2022,1179,1158,1089
Clothing,Product_27,Oct/2022,1253,1400,1402
Clothing,Product_27,Nov/2022,1400,1495,1481
Clothing,Product_27,Dec/2022,882,1090,1167
Clothing,Product_27,Jan/2023,1518,1594,1626
Clothing,Product_27,Feb/2023,1046,830,916
Clothing,Product_27,Mar/2023,1369,1149,1159
Clothing,Product_27,Apr/2023,1733,1617,1656
Clothing,Product_27,May/2023,1101,1129,1055
Clothing,Product_27,Jun/2023,663,698,767
Clothing,Product_27,Jul/2023,1105,1118,1132
Clothing,Product_27,Aug/2023,1734,1870,1812
Clothing,Product_27,Sep/2023,1912,2066,2055
Clothing,Product_27,Oct/2023,1415,1158,1244
Clothing,Product_27,Nov/2023,1222,1367,1337
Electronics,Product_28,Jan/2022,1809,1567,1486
Electronics,Product_28,Jan/2022,1874,1989,1982
Electronics,Product_28,Mar/2022,1550,1413,1320
Electronics,Product_28,Apr/2022,792,940,848
Electronics,Product_28,May/2022,758,526,486
Electronics,Product_28,May/2022,1821,1896,1888
Electronics,Product_28,Jun/2022,1284,1564,1472
Electronics,Product_28,Jul/2022,1739,1596,1669
Electronics,Product_28,Aug/2022,1421,1500,1495
Electronics,Product_28,Sep/2022,1409,1187,1233
Electronics,Product_28,Oct/2022,781,1023,1016
Electronics,Product_28,Nov/2022,1315,1336,1402
Electronics,Product_28,Dec/2022,1070,1025,954
Electronics,Product_28,Jan/2023,553,443,470
Electronics,Product_28,Feb/2023,1560,1656,1699
Electronics,Product_28,Mar/2023,741,709,807
Electronics,Product_28,Apr/2023,1033,1189,1143
Electronics,Product_28,May/2023,1753,1745,1822
Electronics,Product_28,Jun/2023,1505,1409,1340
Electronics,Product_28,Jul/2023,777,552,567
Electronics,Product_28,Aug/2023,853,1008,930
Electronics,Product_28,Sep/2023,1896,1923,1993
Electronics,Product_28,Oct/2023,1211,977,1017
Electronics,Product_28,Nov/2023,1610,1607,1583
Home & Kitchen,Product_29,Jan/2022,822,700,692
Home & Kitchen,Product_29,Jan/2022,1541,1470,1401
Home & Kitchen,Product_29,Mar/2022,911,753,713
Home & Kitchen,Product_29,Apr/2022,1511,1237,1229
Home & Kitchen,Product_29,May/2022,1634,1920,1914
Home & Kitchen,Product_29,May/2022,1457,1721,1654
Home & Kitchen,Product_29,Jun/2022,1753,1541,1457
Home & Kitchen,Product_29,Jul/2022,1133,1240,1323
Home & Kitchen,Product_29,Aug/2022,1972,2162,2196
Home & Kitchen,Product_29,Sep/2022,1341,1460,1507
Home & Kitchen,Product_29,Oct/2022,651,479,460
Home & Kitchen,Product_29,Nov/2022,1815,1590,1605
Home & Kitchen,Product_29,Dec/2022,1454,1683,1671
Home & Kitchen,Product_29,Jan/2023,762,1026,1089
Home & Kitchen,Product_29,Feb/2023,1703,1589,1685
Home & Kitchen,Product_29,Mar/2023,764,907,935
Home & Kitchen,Product_29,Apr/2023,613,440,472
Home & Kitchen,Product_29,May/2023,813,824,766
Home & Kitchen,Product_29,Jun/2023,831,861,942
Home & Kitchen,Product_29,Jul/2023,961,1015,1047
Home & Kitchen,Product_29,Aug/2023,1081,861,825
Home & Kitchen,Product_29,Sep/2023,902,1166,1136
Home & Kitchen,Product_29,Oct/2023,756,766,823
Home & Kitchen,Product_29,Nov/2023,1592,1387,1415
Sports,Product_30,Jan/2022,1812,1684,1735
Sports,Product_30,Jan/2022,1689,1546,1489
Sports,Product_30,Mar/2022,1849,1894,1938
Sports,Product_30,Apr/2022,584,313,233
Sports,Product_30,May/2022,593,883,850
Sports,Product_30,May/2022,1833,1748,1844
Sports,Product_30,Jun/2022,1671,1797,1855
Sports,Product_30,Jul/2022,1808,1539,1566
Sports,Product_30,Aug/2022,1784,2042,2016
Sports,Product_30,Sep/2022,1814,1823,1846
Sports,Product_30,Oct/2022,1001,1116,1092
Sports,Product_30,Nov/2022,1428,1202,1278
Sports,Product_30,Dec/2022,622,483,495
Sports,Product_30,Jan/2023,1351,1546,1564
Sports,Product_30,Feb/2023,917,965,1020
Sports,Product_30,Mar/2023,794,814,897
Sports,Product_30,Apr/2023,1153,1206,1208
Sports,Product_30,May/2023,767,846,877
Sports,Product_30,Jun/2023,1650,1458,1439
Sports,Product_30,Jul/2023,995,1172,1103
Sports,Product_30,Aug/2023,1047,1207,1170
Sports,Product_30,Sep/2023,788,587,499
Sports,Product_30,Oct/2023,1094,1187,1244
Sports,Product_30,Nov/2023,1356,1310,1250
Clothing,Product_31,Jan/2022,1170,1461,1545
Clothing,Product_31,Jan/2022,1140,1034,1129
Clothing,Product_31,Mar/2022,826,1036,1067
Clothing,Product_31,Apr/2022,1456,1666,1644
Clothing,Product_31,May/2022,1518,1241,1164
Clothing,Product_31,May/2022,1305,1522,1539
Clothing,Product_31,Jun/2022,993,913,962
Clothing,Product_31,Jul/2022,1222,971,883
Clothing,Product_31,Aug/2022,1076,1282,1334
Clothing,Product_31,Sep/2022,1839,2020,1993
Clothing,Product_31,Oct/2022,1599,1307,1234
Clothing,Product_31,Nov/2022,1382,1219,1186
Clothing,Product_31,Dec/2022,1989,2063,2158
Clothing,Product_31,Jan/2023,1325,1399,1310
Clothing,Product_31,Feb/2023,1320,1072,1117
Clothing,Product_31,Mar/2023,1650,1549,1541
Clothing,Product_31,Apr/2023,1633,1628,1546
Clothing,Product_31,May/2023,1291,1507,1522
Clothing,Product_31,Jun/2023,1626,1612,1671
Clothing,Product_31,Jul/2023,1893,1714,1646
Clothing,Product_31,Aug/2023,698,801,796
Clothing,Product_31,Sep/2023,1194,1465,1458
Clothing,Product_31,Oct/2023,795,698,752
Clothing,Product_31,Nov/2023,1542,1653,1681
Clothing,Product_32,Jan/2022,582,328,237
Clothing,Product_32,Jan/2022,780,821,842
Clothing,Product_32,Mar/2022,1563,1730,1668
Clothing,Product_32,Apr/2022,1741,1968,1903
Clothing,Product_32,May/2022,1171,1197,1138
Clothing,Product_32,May/2022,1304,1310,1361
Clothing,Product_32,Jun/2022,1188,1407,1437
Clothing,Product_32,Jul/2022,1590,1791,1872
Clothing,Product_32,Aug/2022,1652,1658,1679
Clothing,Product_32,Sep/2022,534,611,595
Clothing,Product_32,Oct/2022,1879,1691,1697
Clothing,Product_32,Nov/2022,1695,1710,1795
Clothing,Product_32,Dec/2022,1909,1636,1688
Clothing,Product_32,Jan/2023,1471,1442,1509
Clothing,Product_32,Feb/2023,1684,1975,1933
Clothing,Product_32,Mar/2023,1977,1729,1778
Clothing,Product_32,Apr/2023,1483,1357,1391
Clothing,Product_32,May/2023,1788,1877,1814
Clothing,Product_32,Jun/2023,1894,1842,1750
Clothing,Product_32,Jul/2023,1672,1484,1432
Clothing,Product_32,Aug/2023,538,689,669
Clothing,Product_32,Sep/2023,1357,1212,1217
Clothing,Product_32,Oct/2023,1914,1822,1827
Clothing,Product_32,Nov/2023,1527,1709,1797
Home & Kitchen,Product_33,Jan/2022,1989,1752,1832
Home & Kitchen,Product_33,Jan/2022,782,1013,966
Home & Kitchen,Product_33,Mar/2022,1648,1680,1749
Home & Kitchen,Product_33,Apr/2022,1479,1717,1713
Home & Kitchen,Product_33,May/2022,1142,1019,1036
Home & Kitchen,Product_33,May/2022,1591,1641,1680
Home & Kitchen,Product_33,Jun/2022,1225,1195,1251
Home & Kitchen,Product_33,Jul/2022,1491,1387,1350
Home & Kitchen,Product_33,Aug/2022,1071,1342,1318
Home & Kitchen,Product_33,Sep/2022,960,964,1061
Home & Kitchen,Product_33,Oct/2022,1091,1003,1079
Home & Kitchen,Product_33,Nov/2022,1943,2143,2124
Home & Kitchen,Product_33,Dec/2022,1482,1539,1582
Home & Kitchen,Product_33,Jan/2023,1977,1957,1930
Home & Kitchen,Product_33,Feb/2023,749,1036,1109
Home & Kitchen,Product_33,Mar/2023,1612,1700,1701
Home & Kitchen,Product_33,Apr/2023,1206,1055,1029
Home & Kitchen,Product_33,May/2023,586,580,662
Home & Kitchen,Product_33,Jun/2023,661,715,728
Home & Kitchen,Product_33,Jul/2023,1843,1805,1896
Home & Kitchen,Product_33,Aug/2023,1481,1400,1351
Home & Kitchen,Product_33,Sep/2023,1603,1580,1623
Home & Kitchen,Product_33,Oct/2023,1925,1903,1838
Home & Kitchen,Product_33,Nov/2023,723,1023,984
Home & Kitchen,Product_34,Jan/2022,996,747,818
Home & Kitchen,Product_34,Jan/2022,1587,1518,1581
Home & Kitchen,Product_34,Mar/2022,976,729,654
Home & Kitchen,Product_34,Apr/2022,1346,1384,1467
Home & Kitchen,Product_34,May/2022,1467,1269,1343
Home & Kitchen,Product_34,May/2022,781,486,526
Home & Kitchen,Product_34,Jun/2022,823,939,1006
Home & Kitchen,Product_34,Jul/2022,1474,1662,1728
Home & Kitchen,Product_34,Aug/2022,908,902,884
Home & Kitchen,Product_34,Sep/2022,1084,844,940
Home & Kitchen,Product_34,Oct/2022,683,970,929
Home & Kitchen,Product_34,Nov/2022,1595,1333,1277
Home & Kitchen,Product_34,Dec/2022,1355,1235,1144
Home & Kitchen,Product_34,Jan/2023,1313,1520,1467
Home & Kitchen,Product_34,Feb/2023,1092,830,732
Home & Kitchen,Product_34,Mar/2023,1111,1392,1446
Home & Kitchen,Product_34,Apr/2023,719,762,734
Home & Kitchen,Product_34,May/2023,1430,1686,1720
Home & Kitchen,Product_34,Jun/2023,1511,1348,1377
Home & Kitchen,Product_34,Jul/2023,1458,1437,1386
Home & Kitchen,Product_34,Aug/2023,730,768,709
Home & Kitchen,Product_34,Sep/2023,1997,2166,2231
Home & Kitchen,Product_34,Oct/2023,1026,916,819
Home & Kitchen,Product_34,Nov/2023,1190,1192,1237
Clothing,Product_35,Jan/2022,1881,1778,1722
Clothing,Product_35,Jan/2022,1751,1866,1875
Clothing,Product_35,Mar/2022,1555,1590,1512
Clothing,Product_35,Apr/2022,1320,1117,1064
Clothing,Product_35,May/2022,787,975,957
Clothing,Product_35,May/2022,1008,714,680
Clothing,Product_35,Jun/2022,1285,1226,1240
Clothing,Product_35,Jul/2022,1046,1083,1060
Clothing,Product_35,Aug/2022,1692,1978,1880
Clothing,Product_35,Sep/2022,1035,1103,1180
Clothing,Product_35,Oct/2022,983,746,816
Clothing,Product_35,Nov/2022,742,918,896
Clothing,Product_35,Dec/2022,827,942,1017
Clothing,Product_35,Jan/2023,1529,1547,1623
Clothing,Product_35,Feb/2023,740,742,736
Clothing,Product_35,Mar/2023,1758,1684,1640
Clothing,Product_35,Apr/2023,773,962,901
Clothing,Product_35,May/2023,1431,1513,1519
Clothing,Product_35,Jun/2023,1937,2199,2219
Clothing,Product_35,Jul/2023,1600,1523,1618
Clothing,Product_35,Aug/2023,1006,789,823
Clothing,Product_35,Sep/2023,1414,1654,1734
Clothing,Product_35,Oct/2023,1240,1019,1063
Clothing,Product_35,Nov/2023,729,492,532
Electronics,Product_36,Jan/2022,1535,1442,1488
Electronics,Product_36,Jan/2022,1599,1452,1394
Electronics,Product_36,Mar/2022,1171,1403,1416
Electronics,Product_36,Apr/2022,738,648,731
Electronics,Product_36,May/2022,1694,1894,1817
Electronics,Product_36,May/2022,1545,1701,1615
Electronics,Product_36,Jun/2022,1428,1263,1294
Electronics,Product_36,Jul/2022,1350,1517,1561
Electronics,Product_36,Aug/2022,618,890,908
Electronics,Product_36,Sep/2022,1877,1892,1977
Electronics,Product_36,Oct/2022,544,649,614
Electronics,Product_36,Nov/2022,506,429,477
Electronics,Product_36,Dec/2022,649,395,403
Electronics,Product_36,Jan/2023,1205,970,1008
Electronics,Product_36,Feb/2023,623,393,413
Electronics,Product_36,Mar/2023,564,557,561
Electronics,Product_36,Apr/2023,868,706,802
Electronics,Product_36,May/2023,1813,1943,1938
Electronics,Product_36,Jun/2023,1283,1442,1438
Electronics,Product_36,Jul/2023,1269,1051,1125
Electronics,Product_36,Aug/2023,1855,2107,2041
Electronics,Product_36,Sep/2023,1838,1894,1824
Electronics,Product_36,Oct/2023,865,1115,1115
Electronics,Product_36,Nov/2023,1583,1413,1499
Electronics,Product_37,Jan/2022,956,659,752
Electronics,Product_37,Jan/2022,546,551,569
Electronics,Product_37,Mar/2022,1879,2136,2144
Electronics,Product_37,Apr/2022,1589,1677,1635
Electronics,Product_37,May/2022,1006,1177,1165
Electronics,Product_37,May/2022,817,799,747
Electronics,Product_37,Jun/2022,1984,1799,1707
Electronics,Product_37,Jul/2022,1852,1981,2038
Electronics,Product_37,Aug/2022,532,478,430
Electronics,Product_37,Sep/2022,637,440,492
Electronics,Product_37,Oct/2022,568,725,778
Electronics,Product_37,Nov/2022,1876,1625,1587
Electronics,Product_37,Dec/2022,590,701,713
Electronics,Product_37,Jan/2023,979,1231,1186
Electronics,Product_37,Feb/2023,615,458,486
Electronics,Product_37,Mar/2023,1092,1031,1118
Electronics,Product_37,Apr/2023,1679,1705,1752
Electronics,Product_37,May/2023,1724,1752,1712
Electronics,Product_37,Jun/2023,1118,964,1033
Electronics,Product_37,Jul/2023,1567,1493,1498
Electronics,Product_37,Aug/2023,1115,1096,1011
Electronics,Product_37,Sep/2023,1640,1519,1579
Electronics,Product_37,Oct/2023,1890,2027,2069
Electronics,Product_37,Nov/2023,1515,1263,1251
Sports,Product_38,Jan/2022,1817,1907,1941
Sports,Product_38,Jan/2022,1152,1278,1282
Sports,Product_38,Mar/2022,805,812,808
Sports,Product_38,Apr/2022,876,1126,1147
Sports,Product_38,May/2022,993,923,899
Sports,Product_38,May/2022,1949,1796,1814
Sports,Product_38,Jun/2022,618,893,898
Sports,Product_38,Jul/2022,1353,1623,1658
Sports,Product_38,Aug/2022,774,871,833
Sports,Product_38,Sep/2022,1022,930,914
Sports,Product_38,Oct/2022,1824,1604,1619
Sports,Product_38,Nov/2022,1259,1053,1090
Sports,Product_38,Dec/2022,1983,1878,1791
Sports,Product_38,Jan/2023,1049,1135,1207
Sports,Product_38,Feb/2023,1738,1478,1396
Sports,Product_38,Mar/2023,885,1157,1112
Sports,Product_38,Apr/2023,1481,1394,1379
Sports,Product_38,May/2023,1120,835,789
Sports,Product_38,Jun/2023,889,709,800
Sports,Product_38,Jul/2023,1480,1428,1506
Sports,Product_38,Aug/2023,1737,1646,1647
Sports,Product_38,Sep/2023,990,1255,1237
Sports,Product_38,Oct/2023,1079,1168,1187
Sports,Product_38,Nov/2023,1592,1659,1637
Electronics,Product_39,Jan/2022,1035,1103,1134
Electronics,Product_39,Jan/2022,1518,1695,1620
Electronics,Product_39,Mar/2022,1979,2159,2253
Electronics,Product_39,Apr/2022,1155,1063,1057
Electronics,Product_39,May/2022,1140,1263,1174
Electronics,Product_39,May/2022,1652,1578,1667
Electronics,Product_39,Jun/2022,798,514,480
Electronics,Product_39,Jul/2022,1633,1931,1979
Electronics,Product_39,Aug/2022,1974,2101,2076
Electronics,Product_39,Sep/2022,812,712,696
Electronics,Product_39,Oct/2022,971,1059,1104
Electronics,Product_39,Nov/2022,1003,1214,1254
Electronics,Product_39,Dec/2022,1840,1885,1850
Electronics,Product_39,Jan/2023,1500,1702,1719
Electronics,Product_39,Feb/2023,844,904,847
Electronics,Product_39,Mar/2023,786,1045,1070
Electronics,Product_39,Apr/2023,876,1131,1195
Electronics,Product_39,May/2023,620,856,764
Electronics,Product_39,Jun/2023,652,401,496
Electronics,Product_39,Jul/2023,513,635,570
Electronics,Product_39,Aug/2023,1791,1727,1644
Electronics,Product_39,Sep/2023,1948,1802,1704
Electronics,Product_39,Oct/2023,947,1164,1180
Electronics,Product_39,Nov/2023,1264,1025,1083
Clothing,Product_40,Jan/2022,1806,2000,2068
Clothing,Product_40,Jan/2022,1499,1215,1116
Clothing,Product_40,Mar/2022,1589,1853,1858
Clothing,Product_40,Apr/2022,524,241,276
Clothing,Product_40,May/2022,1979,1960,1997
Clothing,Product_40,May/2022,1087,804,832
Clothing,Product_40,Jun/2022,1929,2069,2014
Clothing,Product_40,Jul/2022,719,517,551
Clothing,Product_40,Aug/2022,804,750,699
Clothing,Product_40,Sep/2022,1769,2008,1972
Clothing,Product_40,Oct/2022,1225,1198,1199
Clothing,Product_40,Nov/2022,661,743,746
Clothing,Product_40,Dec/2022,1440,1718,1680
Clothing,Product_40,Jan/2023,1927,1858,1834
Clothing,Product_40,Feb/2023,1900,1682,1749
Clothing,Product_40,Mar/2023,1830,1562,1485
Clothing,Product_40,Apr/2023,1330,1418,1414
Clothing,Product_40,May/2023,1631,1818,1732
Clothing,Product_40,Jun/2023,1804,1513,1592
Clothing,Product_40,Jul/2023,850,634,661
Clothing,Product_40,Aug/2023,1388,1427,1471
Clothing,Product_40,Sep/2023,695,935,845
Clothing,Product_40,Oct/2023,970,886,963
Clothing,Product_40,Nov/2023,1660,1846,1815
Clothing,Product_41,Jan/2022,595,371,446
Clothing,Product_41,Jan/2022,1074,1330,1374
Clothing,Product_41,Mar/2022,1847,1580,1525
Clothing,Product_41,Apr/2022,1144,860,813
Clothing,Product_41,May/2022,1702,1549,1641
Clothing,Product_41,May/2022,1959,2066,1985
Clothing,Product_41,Jun/2022,1112,978,1022
Clothing,Product_41,Jul/2022,992,1272,1271
Clothing,Product_41,Aug/2022,1886,2139,2123
Clothing,Product_41,Sep/2022,1286,1129,1205
Clothing,Product_41,Oct/2022,1983,1763,1791
Clothing,Product_41,Nov/2022,1208,962,887
Clothing,Product_41,Dec/2022,1395,1332,1251
Clothing,Product_41,Jan/2023,1197,1303,1401
Clothing,Product_41,Feb/2023,1168,898,960
Clothing,Product_41,Mar/2023,1059,1220,1245
Clothing,Product_41,Apr/2023,967,1031,1072
Clothing,Product_41,May/2023,1268,1410,1357
Clothing,Product_41,Jun/2023,1892,2191,2260
Clothing,Product_41,Jul/2023,1278,1065,1162
Clothing,Product_41,Aug/2023,1766,1768,1731
Clothing,Product_41,Sep/2023,1960,1735,1656
Clothing,Product_41,Oct/2023,1048,905,902
Clothing,Product_41,Nov/2023,1957,1814,1903
Books,Product_42,Jan/2022,1297,1321,1313
Books,Product_42,Jan/2022,718,511,412
Books,Product_42,Mar/2022,1131,1286,1278
Books,Product_42,Apr/2022,1052,856,789
Books,Product_42,May/2022,678,569,579
Books,Product_42,May/2022,1419,1689,1731
Books,Product_42,Jun/2022,1549,1666,1592
Books,Product_42,Jul/2022,553,344,334
Books,Product_42,Aug/2022,1635,1430,1482
Books,Product_42,Sep/2022,1724,1756,1754
Books,Product_42,Oct/2022,525,523,528
Books,Product_42,Nov/2022,1294,1080,1165
Books,Product_42,Dec/2022,1645,1593,1639
Books,Product_42,Jan/2023,1567,1440,1515
Books,Product_42,Feb/2023,1279,1152,1087
Books,Product_42,Mar/2023,1050,1058,1026
Books,Product_42,Apr/2023,1509,1358,1274
Books,Product_42,May/2023,842,987,957
Books,Product_42,Jun/2023,1362,1368,1391
Books,Product_42,Jul/2023,657,726,690
Books,Product_42,Aug/2023,1005,1212,1264
Books,Product_42,Sep/2023,1762,1662,1679
Books,Product_42,Oct/2023,719,557,534
Books,Product_42,Nov/2023,513,618,603
Clothing,Product_43,Jan/2022,1770,1859,1843
Clothing,Product_43,Jan/2022,1401,1443,1453
Clothing,Product_43,Mar/2022,1833,1672,1648
Clothing,Product_43,Apr/2022,1156,1061,1083
Clothing,Product_43,May/2022,1143,1024,1025
Clothing,Product_43,May/2022,1153,1151,1239
Clothing,Product_43,Jun/2022,1923,2125,2172
Clothing,Product_43,Jul/2022,996,1029,1025
Clothing,Product_43,Aug/2022,1074,1176,1169
Clothing,Product_43,Sep/2022,733,1010,961
Clothing,Product_43,Oct/2022,1712,1970,1916
Clothing,Product_43,Nov/2022,1896,2159,2065
Clothing,Product_43,Dec/2022,1989,2161,2242
Clothing,Product_43,Jan/2023,929,1077,1051
Clothing,Product_43,Feb/2023,1918,1688,1692
Clothing,Product_43,Mar/2023,1878,2089,2024
Clothing,Product_43,Apr/2023,1797,1807,1768
Clothing,Product_43,May/2023,1017,874,957
Clothing,Product_43,Jun/2023,1366,1452,1370
Clothing,Product_43,Jul/2023,1419,1609,1658
Clothing,Product_43,Aug/2023,1320,1567,1596
Clothing,Product_43,Sep/2023,1916,2044,2083
Clothing,Product_43,Oct/2023,575,643,722
Clothing,Product_43,Nov/2023,1599,1386,1313
Electronics,Product_44,Jan/2022,1008,1071,1013
Electronics,Product_44,Jan/2022,1825,1570,1614
Electronics,Product_44,Mar/2022,1821,1930,2022
Electronics,Product_44,Apr/2022,1179,1319,1246
Electronics,Product_44,May/2022,521,321,287
Electronics,Product_44,May/2022,954,1176,1267
Electronics,Product_44,Jun/2022,1562,1833,1881
Electronics,Product_44,Jul/2022,1908,2197,2153
Electronics,Product_44,Aug/2022,1412,1495,1495
Electronics,Product_44,Sep/2022,1448,1660,1598
Electronics,Product_44,Oct/2022,1206,931,954
Electronics,Product_44,Nov/2022,714,716,722
Electronics,Product_44,Dec/2022,675,493,579
Electronics,Product_44,Jan/2023,790,846,825
Electronics,Product_44,Feb/2023,1202,1368,1468
Electronics,Product_44,Mar/2023,923,1156,1179
Electronics,Product_44,Apr/2023,1213,1400,1324
Electronics,Product_44,May/2023,1397,1560,1541
Electronics,Product_44,Jun/2023,637,644,555
Electronics,Product_44,Jul/2023,1955,1772,1677
Electronics,Product_44,Aug/2023,1202,1013,1086
Electronics,Product_44,Sep/2023,836,785,817
Electronics,Product_44,Oct/2023,857,1122,1062
Electronics,Product_44,Nov/2023,1177,1450,1459
Sports,Product_45,Jan/2022,1446,1383,1386
Sports,Product_45,Jan/2022,1789,1677,1624
Sports,Product_45,Mar/2022,1811,1953,1954
Sports,Product_45,Apr/2022,559,461,476
Sports,Product_45,May/2022,1712,1851,1850
Sports,Product_45,May/2022,509,428,380
Sports,Product_45,Jun/2022,1070,834,881
Sports,Product_45,Jul/2022,708,957,904
Sports,Product_45,Aug/2022,1249,1282,1232
Sports,Product_45,Sep/2022,1437,1253,1220
Sports,Product_45,Oct/2022,1873,2074,2109
Sports,Product_45,Nov/2022,1808,1828,1880
Sports,Product_45,Dec/2022,1295,1396,1446
Sports,Product_45,Jan/2023,733,789,779
Sports,Product_45,Feb/2023,1437,1313,1385
Sports,Product_45,Mar/2023,1945,1949,2006
Sports,Product_45,Apr/2023,1708,1494,1566
Sports,Product_45,May/2023,774,794,724
Sports,Product_45,Jun/2023,988,1000,929
Sports,Product_45,Jul/2023,874,956,1033
Sports,Product_45,Aug/2023,789,1012,1011
Sports,Product_45,Sep/2023,1356,1197,1244
Sports,Product_45,Oct/2023,1285,1418,1365
Sports,Product_45,Nov/2023,1496,1746,1823
Books,Product_46,Jan/2022,1821,1698,1740
Books,Product_46,Jan/2022,841,1042,1015
Books,Product_46,Mar/2022,787,678,658
Books,Product_46,Apr/2022,1423,1177,1168
Books,Product_46,May/2022,519,715,649
Books,Product_46,May/2022,899,992,1035
Books,Product_46,Jun/2022,1535,1741,1745
Books,Product_46,Jul/2022,1902,2105,2111
Books,Product_46,Aug/2022,1954,2108,2133
Books,Product_46,Sep/2022,842,626,670
Books,Product_46,Oct/2022,563,488,462
Books,Product_46,Nov/2022,566,547,504
Books,Product_46,Dec/2022,1601,1596,1539
Books,Product_46,Jan/2023,1436,1715,1805
Books,Product_46,Feb/2023,1514,1776,1806
Books,Product_46,Mar/2023,731,1017,946
Books,Product_46,Apr/2023,1048,1304,1297
Books,Product_46,May/2023,1610,1352,1446
Books,Product_46,Jun/2023,1972,2123,2162
Books,Product_46,Jul/2023,947,1082,1008
Books,Product_46,Aug/2023,1838,1791,1767
Books,Product_46,Sep/2023,566,726,693
Books,Product_46,Oct/2023,1213,1002,1014
Books,Product_46,Nov/2023,740,682,635
Electronics,Product_47,Jan/2022,1704,1763,1844
Electronics,Product_47,Jan/2022,1749,1887,1829
Electronics,Product_47,Mar/2022,1761,1603,1703
